Generation,Run,Perplexity,3gram_Diversity,HighFreq_Ratio,Entropy,Rouge-1,Rouge-2,Rouge-L,METEOR
0,1,33.98212328388068,120000.01161937318,0.5,7.195920846472287,0.6893093408397408,0.41760775202130246,0.5438690531709163,0.6320795489986478
0,2,33.98779429895718,120000.01552859775,0.5,7.202616230559725,0.6747681190641289,0.42853974711067855,0.5691231763983997,0.6455322648821009
0,3,33.993307972718185,119999.99560482125,0.5,7.200121465090732,0.68949142987781,0.4172895953771146,0.5606522708254692,0.6620492292177858
1,1,35.55805985801704,110337.27777080658,0.5,7.327841727676341,0.6686354702751851,0.3911872262016238,0.5254995125037211,0.6140007007589666
1,2,36.08894535780429,103325.47665881198,0.5,7.079529185380368,0.6446873452504347,0.40737727190009504,0.4954759377701641,0.5994711120255859
1,3,36.840909162537635,110699.95191968721,0.5,7.2085683339328375,0.6584834445661607,0.3736295601926514,0.5177928042488953,0.6168220575843588
2,1,38.67851124326724,89654.18443717624,0.5,7.03969201786743,0.6406487657937553,0.37353355999388077,0.5231839231991356,0.6243131468850391
2,2,37.49567543047614,98377.15111424535,0.5,6.720569006387899,0.6610581769068354,0.3774885152430942,0.5088318884200512,0.5815664569549995
2,3,39.14741877609298,108369.86554077758,0.5,7.130705484969896,0.6614779934683804,0.39430472050095267,0.5005615944171078,0.6109210685452884
3,1,40.66956430703159,100993.40125530641,0.5,6.451864662809866,0.6425929125656283,0.3733300613647634,0.48886553644161435,0.584658323025116
3,2,40.48571845830403,93748.21474949286,0.5,6.7993126664489525,0.6224903217258952,0.3554192479421362,0.4852160419654783,0.6011311498484474
3,3,40.1756301423745,94685.14391910251,0.5,6.530472757780182,0.6447940498579934,0.3575480581224529,0.48834975011124016,0.5749809444317627
4,1,43.51859138799234,85287.49076160305,0.5,6.479658409616758,0.6109889586243727,0.32841814035899164,0.46937738453397354,0.5564340286594452
4,2,43.06118539926175,86145.46426941095,0.5,6.596022918682618,0.6171264328174776,0.3618765630144552,0.475608973859959,0.5249128946839998
4,3,43.28270132086879,98500.61180343544,0.5,6.712789954903017,0.6190309757600042,0.3560313198058951,0.4559127956665984,0.5861447752802811
5,1,46.68623140462715,71059.05346584436,0.5,6.365055340559584,0.5781173055424909,0.3541936748680053,0.49968398659629837,0.5251555829272747
5,2,45.994850822671744,73494.52426991561,0.5,6.682490160752631,0.6001735161064654,0.32121045871747783,0.46878044908315203,0.5265778247452124
5,3,45.11194616524787,74583.00909737874,0.5,6.4776950787798455,0.5806821067378657,0.3470057316840825,0.48378435490880245,0.5128166447386638
6,1,49.06733511622811,74620.72751554263,0.5,6.351967231424547,0.5643595955010015,0.3391971029846579,0.44949255696330587,0.5327568979687479
6,2,47.85888259587922,71323.31246784478,0.5,6.3984830412950755,0.5734511734268701,0.36607376189521507,0.4526758254215207,0.5039209710177773
6,3,47.48003794761644,74652.29790733347,0.5,6.5845189473980925,0.5718562099219899,0.34802579425720637,0.4515768895299655,0.5441882441617202
7,1,51.361082994457604,59388.59913468272,0.5151919846031116,6.274077487355404,0.5573251293053524,0.314065906617145,0.4347424292422293,0.5170654436376475
7,2,56.04364199813057,64473.608701739344,0.5022697136642109,6.129409227435328,0.5690443387384119,0.29634762828410455,0.446190933710165,0.4541574714098601
7,3,51.55162770850522,68353.06102851409,0.5261182895351328,6.073055202354657,0.581218030503388,0.33651936417235345,0.4224431428686328,0.4930106952668175
8,1,55.268151393996284,60722.17499356962,0.5885427980441937,6.084117678955235,0.5579245137657244,0.30430897322461614,0.39324718875078996,0.5025357869023275
8,2,53.165514638337214,66702.29834022826,0.6332672829481361,6.130787098321859,0.5465600715892736,0.3092337812531132,0.4184503889493831,0.49585867598467853
8,3,56.00675490870283,65223.66455628019,0.6344892780365521,5.964477208988999,0.5653895059461285,0.2968394139628892,0.42748210008062,0.47992353540461036
9,1,58.25929872420029,50174.99149565256,0.6344662865508806,5.799777412890791,0.5489432402785293,0.2837251548978903,0.40214829741754426,0.45756905913432205
9,2,56.81143965158526,57460.554440361,0.6609195333824646,5.945087853347702,0.5468305509932094,0.2929272278037644,0.3889759143349049,0.518310346393413
9,3,58.37668319627061,56035.41204795333,0.7053791927752667,6.099195259591224,0.5341551259373442,0.2831258161213045,0.37066033812818006,0.4253019717716388
10,1,62.72375914919602,39114.99532582476,0.7644094414343432,5.976557369662777,0.550616027632649,0.28874105911903736,0.41759057812077494,0.43026484402457765
10,2,65.02882343273053,44542.34237515922,0.7518703848858097,5.546341853799857,0.543239435603496,0.26265652437826753,0.38679480395503174,0.35
10,3,65.9164666656827,40207.51090110811,0.7297737870147294,5.701534959152938,0.5335810334613472,0.3100205995911515,0.3620207416429142,0.48006475439039475
11,1,64.98803339530787,44999.99300853422,0.8103086956187286,5.8666976462424385,0.49770431516566715,0.2327149036247828,0.39833220541878356,0.4861384134147542
11,2,67.00770678329523,42999.99991182954,0.8011544248924284,5.677440314553154,0.46690907490803074,0.26649999826741044,0.36640845488473023,0.48357880788099983
11,3,64.0066705610347,45999.979099822514,0.8144511811700266,5.641555539815021,0.49803813051376256,0.2540825430561145,0.36519921298504376,0.4856669659309744
