Generation,Run,Perplexity,3gram_Diversity,HighFreq_Ratio,Entropy,Rouge-1,Rouge-2,Rouge-L,METEOR
0,1,34.001804925055,119999.98888836188,0.5,7.206328524373827,0.6792346793864846,0.4158870940934018,0.5526763601416312,0.6612354178169152
0,2,34.01071041524118,119999.99137384878,0.5,7.177458413204824,0.6741034714331284,0.4298402354456309,0.5365768717349001,0.6714320518811389
0,3,34.00764478235326,120000.0079059399,0.5,7.175434068542266,0.6770169877683629,0.4210356808444235,0.516359044735367,0.6465741113176936
1,1,37.68163368426856,99135.07108703676,0.5,7.270455636901788,0.6535139603669134,0.3683808393024358,0.5042076562551681,0.5833263996172502
1,2,38.31869628401326,89786.00293771061,0.5,6.939372247173825,0.6215831270005796,0.3926659078501426,0.4625082469030055,0.5615320165171792
1,3,39.22105284969327,99618.6366188776,0.5,7.111424445243784,0.6399779260882142,0.3420443402889772,0.4935038947901322,0.5875584348553385
2,1,43.63481305840992,66334.08428137483,0.5,6.78625602382324,0.6059983543916737,0.3351803399908212,0.4909869072210217,0.5904716897503164
2,2,42.2154100830606,77964.70651746698,0.5,6.360758675183867,0.6332109025424472,0.3411127728646413,0.4710535255834046,0.526351654855257
2,3,44.1975020978008,91288.32575284327,0.5,6.9076073132931946,0.6337706579578405,0.366337080751429,0.4595670061348719,0.5703835722406904
3,1,48.69020884811963,78374.54557779522,0.5,5.902486217079822,0.5994530500875044,0.3296603720471451,0.4349211662383533,0.525937486813332
3,2,48.46959382964656,68714.29690337714,0.5,6.365750221931938,0.572649595634527,0.3027941519132043,0.4298524239103866,0.5506467270483291
3,3,48.09748785053112,69963.53579619002,0.5,6.007297010373577,0.6023878998106578,0.3059873671836794,0.4342047963350557,0.5114214189233022
4,1,55.30187400703587,56007.917871505706,0.5,5.839544546155676,0.549172507332497,0.2584239209384876,0.4009124724308659,0.4809914570017692
4,2,54.752986820559165,57151.8825485829,0.5,5.994697224910157,0.5573558062566367,0.3086115549216829,0.4095674576058457,0.433709756038601
4,3,55.01880592648761,73625.41259394889,0.5,6.150386606537355,0.5598951968466722,0.2998436901088427,0.3822116545595115,0.525557576933023
5,1,62.90127754972896,36870.43330221518,0.542083829328083,5.586740454079446,0.4981340162441542,0.2944199525580081,0.4373899937602494,0.4332723638022194
5,2,62.07162085138247,40117.72770764349,0.5,6.009986881003508,0.5275422969961203,0.2449451283322169,0.3944684138808794,0.435405726529126
5,3,61.01213526247382,41569.04081092768,0.5244055165210901,5.736926771706461,0.5015537511713207,0.2836380377821239,0.4153071719720606,0.4147639565193032
6,1,70.28510468942169,42397.88840368272,0.5853508098755121,5.469289641899396,0.4745760110753177,0.2708993173006325,0.3640684209025731,0.4418290114981492
6,2,68.71411641296812,38001.33500675227,0.631251505400815,5.531310721726767,0.4866981149764759,0.3112143056664683,0.3684896270945381,0.3985751210716934
6,3,68.22161837022651,42439.982259403856,0.6572171985720767,5.779358596530789,0.4845714969699691,0.2841423542094553,0.3669633272451559,0.4589760307876075
7,1,78.2306455334081,23561.74635813286,0.7043731457412392,5.265436649807205,0.4647767259977061,0.2350531657082671,0.343801471552004,0.4034842324678394
7,2,84.61595326568941,30341.75911420835,0.6888664206145584,5.072545636580436,0.4804023385751187,0.2084757482087064,0.3597021722019147,0.3
7,3,78.49047923438212,35514.362216574686,0.7174847116596648,4.997406936472875,0.496633927595087,0.2687333520410797,0.3267191293664533,0.3674021099115945
8,1,89.2504245168255,27310.12119718934,0.7910587531076096,4.912156905273648,0.4640157433881767,0.221988048025971,0.2858920274219012,0.3721540161878759
8,2,86.29055893001312,35283.61899273419,0.8447281349923405,4.97438279776248,0.4488631538195755,0.2293752600687165,0.3208964721421695,0.3621383498114025
8,3,90.2901510029124,33312.10728080344,0.8461945290984397,4.752636278651999,0.473969066295382,0.2107837091333806,0.3334405153799985,0.3382356389413002
9,1,95.57109267327138,26488.695164012024,0.8877735868153405,4.288634881009491,0.46048805889434563,0.15775761606654282,0.330189020168131,0.3235941359170236
9,2,97.75678324610871,31426.918465101044,0.8751346007492129,4.300761373427047,0.42437512935635824,0.1804274924696132,0.30059984203985457,0.3051360510018739
9,3,98.38747791912685,24168.019188904058,0.8779619300807759,4.532906313171409,0.5043106621460036,0.19673733671660854,0.31888084215614,0.3154599756268446
10,1,108.39883102119366,23583.12956483173,0.9354607079425687,3.944016053347374,0.4533652847314675,0.1485519432833005,0.3209115037161709,0.3
10,2,114.4627044817342,22437.30641582821,0.92355855575177,3.939961431681312,0.4016864318706561,0.1495086220329816,0.2721906461537144,0.3
10,3,111.31867427036332,17286.15860668225,0.925897087047962,4.212179321423433,0.4672982035708841,0.2005061615304932,0.2975620631463702,0.3027147626464114
11,1,127.73363956059576,18593.42439964844,0.9341201164892936,3.878300422287298,0.4426474208995383,0.1943710296762449,0.2580594780660181,0.301371608436802
11,2,136.40832263688756,8314.782844915313,0.99,3.8919829725254,0.3807970613624623,0.1366186487588153,0.2356688844837477,0.3467301968057715
11,3,129.08374005662165,12666.525534137609,0.99,3.790455303408135,0.362931690570023,0.2220901835750408,0.2694841783506864,0.3
